index,entity_value
22214,['4.7inch']
22215,['740']
22216,['740']
22217,['3CM/1.']
22218,['Not found']
22219,['14.96']
22220,['Z3R']
22221,['2 0 c m']
22222,[None]
22223,['Length: 22mm/o.87inch']
22224,['Not found']
22225,[['960 w']]
22226,['Not found']
22227,"['1/4"" extension from page']"
22228,"['1/4"" extension from page']"
22229,[None]
22230,"['24.37""']"
22231,"['19.37""']"
22232,['10.Scm']
22233,['275.0 Pound']
22234,['Not found']
22235,['10 8 In']
22236,"['16.1""']"
22237,['SPOUT REACH(FULLY EXTENDED) 23.5 inch (60Omm)']
22238,['28.5cm']
22239,['Not found']
22240,['260 mm']
22241,['Not found']
22242,['Not found']
22243,['(6.9 cm)']
22244,['84 oz']
22245,['1-85/100']
22246,['Not found']
22247,['30CM']
22248,['30CM']
22249,['8cm']
22250,['82']
22251,['1']
22252,['Not found']
22253,[None]
22254,['164 mm']
22255,['5.5 KG']
22256,['25.00 cm/9.84 in']
22257,['25.00 cm/9.84 in']
22258,['3']
22259,['Not found']
22260,['Not found']
22261,['Not found']
22262,"['34.6""']"
22263,['35.4in']
22264,[None]
22265,['56g']
22266,['56g']
22267,[None]
22268,['9']
22269,[None]
22270,['0']
22271,['2']
22272,['8.5in']
22273,['6CM (2.36 IN)']
22274,['44']
22275,['Internal Dimensions:6.4x 6.4x 2.9 inch']
22276,['0.7 inches']
22277,['0.7 inches']
22278,[None]
22279,['2.5 in / 6.5 cm']
22280,['2.5 in / 6.5 cm']
22281,['105 cm']
22282,['SOUFFLE CUP 4oz WITH LID']
22283,['Not found']
22284,['Not found']
22285,['Not found']
22286,['1.8FT']
22287,['1.8FT']
22288,"['4cm/1.57""']"
22289,['100 g']
22290,[None]
22291,[None]
22292,['70 mm']
22293,[None]
22294,[None]
22295,['cm/2. 5in']
22296,['5']
22297,['cm/2. 5in']
22298,[None]
22299,['8']
22300,['Not found']
22301,['Not found']
22302,['Not found']
22303,['8 X 10 in (20 x 25 cm)']
22304,['6ft]']
22305,[None]
22306,"['084cm/33""']"
22307,"['084cm/33""']"
22308,"['41cm/16.1""']"
22309,['5']
22310,['4.5in/11. Scm']
22311,[None]
22312,['1.S1in']
22313,['1.S1in']
22314,['9.4cm']
22315,[None]
22316,['3cm']
22317,['3cm']
22318,[['30 w']]
22319,['Not found']
22320,['Not found']
22321,['28.4 lb']
22322,[None]
22323,[None]
22324,[None]
22325,[None]
22326,['Not found']
22327,['Not found']
22328,[['12 V']]
22329,['11 € M']
22330,['11 € M']
22331,['24']
22332,['805 mm']
22333,['24']
22334,['Not found']
22335,['54mm']
22336,['54mm']
22337,['Not found']
22338,[['3 w']]
22339,['50 in X 60in']
22340,"['35.8""']"
22341,"['7""']"
22342,['20cm/7.8in']
22343,['1.96 in']
22344,['1.96 in']
22345,['Breite: 60 cm']
22346,['7_']
22347,['Width:2.36inch']
22348,[None]
22349,['Width:2.36inch']
22350,['1.02in']
22351,['1.02in']
22352,['8']
22353,['7.28inch']
22354,[None]
22355,[None]
22356,['3']
22357,['3.3 Inch']
22358,['E27 5W']
22359,['Not found']
22360,['Ideal_(6']
22361,['3.85in']
22362,['16.8cm']
22363,['Size 270x 210mm']
22364,[None]
22365,['3']
22366,['4.3 IN / 11 CM']
22367,['4.3 IN / 11 CM']
22368,[None]
22369,['Adds 6.Smm of height for improved comfort']
22370,['23.6IN(60CM)']
22371,['0.78 In']
22372,['Not found']
22373,['Not found']
22374,"['46""']"
22375,['110mm']
22376,"['12cm/4.72""']"
22377,['(12cm)']
22378,['(29cm)']
22379,['150 KG']
22380,['150 KG']
22381,['04.53inch/11Smm']
22382,['Not found']
22383,['8.5 in']
22384,['4.5 CM']
22385,['4.5 CM']
22386,['43']
22387,['130 kg']
22388,['(29.7 cm)']
22389,['119in']
22390,['Not found']
22391,['3Ocm/11.8in']
22392,['3Ocm/11.8in']
22393,"['5.5"" /14cm']"
22394,['19.6cm']
22395,['23']
22396,[None]
22397,[None]
22398,['3.23 inch']
22399,['3.74 inch']
22400,"['16""']"
22401,"['16""']"
22402,['30cm']
22403,['Not found']
22404,['Not found']
22405,[['0.220-240 v']]
22406,['1']
22407,"['23mm / 0.9""']"
22408,"['23mm / 0.9""']"
22409,['4.25 OZ']
22410,['3.73in / 9.5 cm']
22411,['3.73in / 9.5 cm']
22412,['1.5 kg']
22413,['1']
22414,['8.4cm/3.3in']
22415,"['Diametro; 20 cm/7 87""']"
22416,[None]
22417,['18.5cm/7 .Zin']
22418,[None]
22419,['21.59 cm']
22420,"['23.62""']"
22421,[None]
22422,[None]
22423,['1.77in']
22424,['2.15in']
22425,"['19""']"
22426,['Not found']
22427,"['10.25""']"
22428,['3.9in']
22429,['7.5 cm']
22430,['7.5 cm']
22431,['140']
22432,['Not found']
22433,"['cm(29.9""']"
22434,"['cm(29.9""']"
22435,[None]
22436,['15 cm )']
22437,['120cm']
22438,['39in']
22439,['39in']
22440,['25cm']
22441,['25cm']
22442,[None]
22443,['Maximales Benutzergewicht bis zu 15 kg:']
22444,"['5.13""']"
22445,['1Smm']
22446,['3.7cml']
22447,['270cm/106in']
22448,['7cm/2.8in']
22449,['6.5cm/2.6in']
22450,['por que escolher 0 bambu?']
22451,['por que escolher 0 bambu?']
22452,['CORD LENGTH: 5 FEET']
22453,['10.5cm']
22454,['10.5cm']
22455,['1SCM']
22456,['19.5CM']
22457,"['48""']"
22458,['Not found']
22459,['Not found']
22460,['Not found']
22461,['Not found']
22462,['/5.Scm']
22463,['95 cm']
22464,['19CM']
22465,['6.5CM']
22466,['9.4in']
22467,['Not found']
22468,['Not found']
22469,"['18""']"
22470,['0']
22471,['8.8 lb']
22472,"['0.8""']"
22473,"['7.9""']"
22474,['7']
22475,['7']
22476,[None]
22477,['355']
22478,['Not found']
22479,['160mm']
22480,['110mm']
22481,['weight:30g']
22482,['1']
22483,['1']
22484,['162MM']
22485,['9.6 inch']
22486,['Suitable for laptops above 10 inches and below 17 inches and ordinary desktop computer keyboards']
22487,['Suitable for laptops above 10 inches and below 17 inches and ordinary desktop computer keyboards']
22488,['7']
22489,['200 G']
22490,[None]
22491,['1 L']
22492,['Not found']
22493,['Not found']
22494,"['48.5cm1lg""']"
22495,['Not found']
22496,['25 Omm']
22497,['25mm']
22498,['Not found']
22499,['18CM']
22500,['15CM']
22501,['20cm/ 7.87 inch']
22502,['20cm/ 7.87 inch']
22503,['3']
22504,['6.3inch']
22505,['6.3inch']
22506,"[""6.25'""]"
22507,['Not found']
22508,['1']
22509,['5.39in/13.7cm']
22510,['7.6mm']
22511,['7.6mm']
22512,['16.5 inl 42cm']
22513,"['1.5""']"
22514,"['1.5""']"
22515,"['9.4""']"
22516,['55mm']
22517,[None]
22518,['13.2 OZ']
22519,['Not found']
22520,[['1400 W']]
22521,[None]
22522,[None]
22523,['15 cm_']
22524,['83mm']
22525,['3']
22526,['63in']
22527,['1.6cm/0.62in']
22528,['4 inch']
22529,['4inch']
22530,['4inch']
22531,['4 inch']
22532,"[['0 W', '1200 w']]"
22533,['Not found']
22534,['Not found']
22535,['(48cm)']
22536,['(48cm)']
22537,"['H:27""']"
22538,"['20""']"
22539,[None]
22540,[None]
22541,['11.8cm']
22542,['11.7cm']
22543,['Not found']
22544,['Not found']
22545,['Not found']
22546,[['20 v']]
22547,['5.0']
22548,['22.5 pound']
22549,['3 The']
22550,['3 The']
22551,['3.9in']
22552,['3.9in']
22553,['150cm']
22554,['8']
22555,['100% ']
22556,['35 mm/']
22557,['32.5cm / 12.8in']
22558,[None]
22559,['32.5cm / 12.8in']
22560,"['16.38""']"
22561,"['16.38""']"
22562,['Umbrella for 2']
22563,['50 cm']
22564,['Not found']
22565,['48mm']
22566,['Weight:15.8g']
22567,['Weight:15.8g']
22568,['3.3in/8.4cm']
22569,['3.3in/8.4cm']
22570,['Thickness: 3mm/0.12inch']
22571,['40cm']
22572,['250 g']
22573,['Not found']
22574,['Not found']
22575,['Not found']
22576,['25.2 in / 64.0 cm']
22577,['25.2 in / 64.0 cm']
22578,['16.2 cm']
22579,['8']
22580,['Not found']
22581,"[""15.9'""]"
22582,['6']
22583,['9FT']
22584,['Not found']
22585,['2 inch']
22586,"['37""']"
22587,['12.6 cm']
22588,['24cm / 9.44in']
22589,['24cm / 9.44in']
22590,['ERM19Omm']
22591,['Not found']
22592,['Not found']
22593,['Suitable for board thickness of 0.67']
22594,['Suitable for board thickness of 0.67']
22595,['28cm']
22596,['28cm']
22597,['14cm']
22598,['14cm']
22599,[None]
22600,['2.9inches']
22601,['2.9inches']
22602,['3.94Inch']
22603,['3.94Inch']
22604,['B22']
22605,['B22']
22606,"['20.8""']"
22607,['12.Scm/Sin']
22608,['0 9.3 mm']
22609,['iJ 102 mm']
22610,['Not found']
22611,['Not found']
22612,[['150 W']]
22613,[None]
22614,[None]
22615,['8']
22616,['3']
22617,['185mm']
22618,['7']
22619,['185mm']
22620,['33cm']
22621,['49-55cm']
22622,['Not found']
22623,['3']
22624,['3']
22625,['30cm']
22626,['1.7cm']
22627,['11473+73-28']
22628,['2cm']
22629,['Hand measured by physical objects.please allow manual measurement of 0.1-1 inch error']
22630,['Hand measured by physical objects.please allow manual measurement of 0.1-1 inch error']
22631,['1Ocm/3.9in']
22632,['1Ocm']
22633,['8cm']
22634,['15cm']
22635,"['0. 393""']"
22636,"['1. 48""']"
22637,['18cm']
22638,['7cm']
22639,['Not found']
22640,['21cm / 8.3in']
22641,['21cm / 8.3in']
22642,['Not found']
22643,['Not found']
22644,['14.7cm']
22645,"['25.25""']"
22646,['Not found']
22647,['Not found']
22648,[None]
22649,['4.7cml/1.85inch']
22650,['8inch/2cm']
22651,['8inch/2cm']
22652,"['18""']"
22653,['2']
22654,['2.7cml1. 1in']
22655,[None]
22656,['(132 cm)']
22657,['(132 cm)']
22658,['(132 cm)']
22659,['135cm/53.15 inch']
22660,['13cm/5.12in']
22661,['3']
22662,"['18.5mm/0.73""']"
22663,"['18.5mm/0.73""']"
22664,['072 g']
22665,"['3.7cnV1.45""']"
22666,"['11""']"
22667,"['26cm/10.2""']"
22668,"['26cm/10.2""']"
22669,[['115.0 V']]
22670,[['160.0 W']]
22671,['2.3in/6cm']
22672,['76.9cm']
22673,['180cm']
22674,['73.41cm']
22675,['Xhllt75vztg']
22676,['3.14 inch']
22677,['3.14 inch']
22678,['310.5mm/12.2in']
22679,['10 G']
22680,['4.0 Fluid Ounce']
22681,"['5""']"
22682,['25CM']
22683,['3CM']
22684,['1']
22685,['Not found']
22686,[None]
22687,['Wind speed: 6 speeds']
22688,['Wind speed: 6 speeds']
22689,[None]
22690,['3.7cm']
22691,['3.Ocm']
22692,['7 PCS']
22693,['7 PCS']
22694,['7 PCS']
22695,['6.31 inches wide']
22696,['6.31 inches wide']
22697,['Not found']
22698,[None]
22699,['15.24cm']
22700,[None]
22701,[None]
22702,[None]
22703,['11.5cm']
22704,['11.5cm']
22705,['12CM']
22706,['19CM']
22707,['4.13 in / 10.5 cm']
22708,['4.13 in / 10.5 cm']
22709,['40 oz / 1182 mL Wide Mouth']
22710,[None]
22711,['14cm/5.S1in']
22712,['Not found']
22713,"['1.81""']"
22714,"['1.81""']"
22715,['2']
22716,['7CM']
22717,['20 cm']
22718,['9']
22719,['13cm']
22720,[['10.8 V']]
22721,['Weight:170g']
22722,['1']
22723,['Not found']
22724,[['240 W']]
22725,['Not found']
22726,['11.81 in / 30 cm']
22727,[None]
22728,[None]
22729,[None]
22730,['42 cm']
22731,"['F-0.4""-']"
22732,['E12 Medium Base']
22733,[None]
22734,['4cml1.6in']
22735,['capienza Oz. 50']
22736,[None]
22737,[None]
22738,['6.8 cm']
22739,['6.8 cm']
22740,[None]
22741,['Not found']
22742,['40cm--']
22743,['40cm--']
22744,['20cm']
22745,[['300 w']]
22746,['Not found']
22747,[None]
22748,['Chain length is about 43 cm (with milk clip)']
22749,['9.4inch']
22750,['9.4inch']
22751,['E26 BASE']
22752,['E26 BASE']
22753,"[""5' power cord""]"
22754,"[""5' power cord""]"
22755,['11cm/4.33in']
22756,['22cm/8.66in']
22757,['Total length 28cm']
22758,['Total length 28cm']
22759,['Total length 28cm']
22760,['100 LB']
22761,['7.4FT']
22762,['7.4FT']
22763,['7.4FT']
22764,['2.75in/7cm']
22765,['0']
22766,['2.5']
22767,['Not found']
22768,[None]
22769,[None]
22770,['3.5cm']
22771,['Not found']
22772,['6cm']
22773,['3.93 in / 10 cm']
22774,['3.93 in / 10 cm']
22775,['3W 230v']
22776,['8 ( 6 2']
22777,['Not found']
22778,['Not found']
22779,[None]
22780,"['10""']"
22781,"['9cm/3.54""']"
22782,[None]
22783,[None]
22784,['32cm']
22785,['16.9']
22786,['450v~']
22787,['450v~']
22788,['4.5cm/1.77inch']
22789,['8']
22790,['80x8Omm']
22791,['1']
22792,[None]
22793,['Not found']
22794,['Not found']
22795,['4.7in']
22796,['3']
22797,['1']
22798,['8']
22799,['13cm']
22800,['62mm']
22801,['26mm']
22802,['4.1inch']
22803,['Not found']
22804,['9.5 LB']
22805,['1.6 lb']
22806,['1.2 kg']
22807,['Not found']
22808,['Not found']
22809,['45cm']
22810,"['suitable for 4.25x5.5""']"
22811,['30 g']
22812,['8']
22813,[None]
22814,['16.3 in']
22815,[None]
22816,['5 CM']
22817,['2.Tinch']
22818,['86cm/33.86in']
22819,['Not found']
22820,['45']
22821,['97cm']
22822,['8Ocm']
22823,['8Ocm']
22824,['20cm']
22825,['Not found']
22826,['38 inch']
22827,['7Omm']
22828,['7']
22829,['2.76inch']
22830,['4.5inch']
22831,['1.6in/4cm']
22832,['1.6in/4cm']
22833,"['4.13""/10.5cm']"
22834,['40']
22835,"['23.6""']"
22836,['12.75in']
22837,['8.7in']
22838,['cm/3.3']
22839,['11.2cm']
22840,['14.5cm']
22841,['42 cm']
22842,['10cm/3.9in']
22843,['10cm/3.9in']
22844,['4.05*539 inches)']
22845,['8.5ft']
22846,['1lcm']
22847,['8']
22848,[None]
22849,[None]
22850,[None]
22851,[['21 v']]
22852,['27cm/10.63in']
22853,['27cm/10.63in']
22854,[None]
22855,['1']
22856,[None]
22857,['15.75in']
22858,['5']
22859,['Not found']
22860,"['3.7""']"
22861,"['4.5""']"
22862,[None]
22863,[None]
22864,['Not found']
22865,['Not found']
22866,['21 LB']
22867,['200 KG']
22868,['4.5cm']
22869,[None]
22870,[None]
22871,['Not found']
22872,['9.06 inch']
22873,['3']
22874,['115']
22875,['9.8 in / 24.9 cm']
22876,['23.6 cml']
22877,['15 mL']
22878,['30 cm']
22879,['30 cm']
22880,[None]
22881,['10']
22882,['556 g']
22883,['556 g']
22884,[None]
22885,['32 G']
22886,['Not found']
22887,['30cm 20cm Icm']
22888,['30cm 20cm Icm']
22889,['30cm 20cm Icm']
22890,['(3.1Sinch)']
22891,['7.07 in / 18 cm']
22892,['4.72 in / 12 cm']
22893,['11.69 in / 27.9 cm']
22894,['11.69 in / 27.9 cm']
22895,['12']
22896,['12']
22897,['3.94ft']
22898,['3.94ft']
22899,[None]
22900,[None]
22901,['14in']
22902,['Not found']
22903,['300']
22904,"['23.62""']"
22905,[None]
22906,[None]
22907,[None]
22908,[None]
22909,['7.5cm']
22910,"['20.47""']"
22911,['8']
22912,['200']
22913,['125mm']
22914,['92CM']
22915,['Not found']
22916,[None]
22917,"['33.5""']"
22918,['Not found']
22919,['Not found']
22920,['Not found']
22921,['Not found']
22922,['0.7 inch']
22923,['863 mm']
22924,['17.9inchl']
22925,['3.15inch']
22926,['5.1inch']
22927,['5.1inch']
22928,['(8.66in)']
22929,['30cm/11.81in']
22930,['30cm/11.81in']
22931,['5.8cm']
22932,[None]
22933,['Not found']
22934,['6.6 FT']
22935,['6.6 FT']
22936,['81inch']
22937,['81inch']
22938,"['3.54""']"
22939,['5']
22940,['250mm/9.84in']
22941,[None]
22942,['Not found']
22943,['J5-: #74 F']
22944,['J5-: #74 F']
22945,['26cm']
22946,['7.7cm']
22947,['Not found']
22948,"['4""']"
22949,"['4""']"
22950,['3.8cm']
22951,"['04-1/4""']"
22952,['3']
22953,['Not found']
22954,['Not found']
22955,"['""Jl8cm']"
22956,"['""Jl8cm']"
22957,['6']
22958,['6']
22959,"['16.54""']"
22960,"['12"" width x 108"" length']"
22961,['6']
22962,"['12"" width x 108"" length']"
22963,['8cm']
22964,[None]
22965,['0']
22966,"[""Vi6'""]"
22967,['Assembly Size: 2.36 inch']
22968,['Assembly Size: 2.36 inch']
22969,[None]
22970,['20.5 cm']
22971,['4.7 inch']
22972,[None]
22973,[None]
22974,[None]
22975,['66cm']
22976,['Not found']
22977,['8.65in /22cm']
22978,['8.65in /22cm']
22979,"['32""']"
22980,['45']
22981,['102 cm']
22982,['6.5 oz']
22983,['4cml1.57in']
22984,['4cml1.57in']
22985,['4.6']
22986,['2.36 in / 6 cm']
22987,['2.36 in / 6 cm']
22988,['16 inch']
22989,['16 inch']
22990,['4 inch']
22991,['Not found']
22992,[['15 V']]
22993,['Not found']
22994,['Not found']
22995,['0 293mm']
22996,[None]
22997,['14.5 cm']
22998,['750 ML']
22999,['3']
23000,"['43""']"
23001,[None]
23002,['(39cm)']
23003,['100 cm']
23004,['4 in']
23005,['I1Og']
23006,['I1Og']
23007,['1']
23008,['21 fret']
23009,['9.5cm/3.7in']
23010,['9.5cm/3.7in']
23011,['Not found']
23012,['Not found']
23013,['Not found']
23014,['90x55 cm']
23015,['90x55 cm']
23016,['6cm/2.36in']
23017,['Unfolding the total length: 10m/393.7in']
23018,['Not found']
23019,['213cm(7ft)']
23020,['1.65 Pound']
23021,['25']
23022,['350 Ml']
23023,['13cm/5.12in']
23024,['6cm/2.36in']
23025,['5.5cm/2.17in']
23026,['9.82in/25cm']
23027,['150 pound']
23028,['21cm']
23029,[None]
23030,['10.Scm/4inch']
23031,['Not found']
23032,"[""39.4'""]"
23033,[None]
23034,['8']
23035,['68']
23036,['21cm/8.27in']
23037,['3.93 in / 10.00 cm']
23038,[None]
23039,[None]
23040,['30cm/11.8in']
23041,['5Omm']
23042,['11cm/4.3in']
23043,['11cm/4.3in']
23044,['4R']
23045,['6']
23046,['4.7 cm']
23047,['9 %z IN. (24.13 CM)']
23048,['9 %z IN. (24.13 CM)']
23049,['5 G']
23050,['3']
23051,['3.15in']
23052,[None]
23053,['4.8']
23054,['021-22.2 MM']
23055,[None]
23056,['Not found']
23057,['Not found']
23058,['Not found']
23059,['Not found']
23060,['env. 15x40 cm']
23061,[None]
23062,"['7"" )']"
23063,['Not found']
23064,['>40mm']
23065,['Not found']
23066,['Not found']
23067,['2Ocm']
23068,['31.49inch']
23069,['Not found']
23070,"['Height  30""']"
23071,"['Height  30""']"
23072,['8mm/o 31inch']
23073,['8mm/o 31inch']
23074,['Not found']
23075,[['1700 w']]
23076,['33.07in']
23077,['1700ml']
23078,[None]
23079,['9.Icm/3.58in']
23080,['Not found']
23081,['Overall high:49cm']
23082,"['30.7""']"
23083,"['27.559""']"
23084,"['11.5""']"
23085,['Coverage: 4OcmxzoOcm=0.8 Square Meter per Roll']
23086,['Coverage: 4OcmxzoOcm=0.8 Square Meter per Roll']
23087,['20 cm']
23088,['13 cm']
23089,['Not found']
23090,"['25""']"
23091,"['72.75""']"
23092,['Not found']
23093,['Not found']
23094,['286 g']
23095,['d0u']
23096,"['15"" x 18"" for each']"
23097,"['15"" x 18"" for each']"
23098,['12cm/4.72in']
23099,['4cm']
23100,['4cm']
23101,"['110.75""']"
23102,['20']
23103,['1.5 Inches']
23104,['1.5 Inches']
23105,[None]
23106,['8cm']
23107,"['7.SCM/2.9""']"
23108,[None]
23109,['54cm/21.3in']
23110,['54cm/21.3in']
23111,[None]
23112,['1']
23113,['12CM/4.ZZIN']
23114,['12CM/4.ZZIN']
23115,['12000 Pound']
23116,['5']
23117,['2.55 in / 6.5 cm']
23118,"['43""']"
23119,['2']
23120,['8 cm']
23121,[None]
23122,['8 cm']
23123,[None]
23124,['2.3 in / 6.0 cm']
23125,['9.8 in / 25.0 cm']
23126,['VAA4']
23127,['8']
23128,['13cm/5.12in']
23129,['35cm/13.8in']
23130,['2.7 in /7.0 cm']
23131,['2.7 in /7.0 cm']
23132,['3']
23133,['Not found']
23134,['Not found']
23135,['Weight:19g']
23136,['Weight:19g']
23137,"['King(20""x36"")']"
23138,"['King(20""x36"")']"
23139,"['King(20""x36"")']"
23140,['3']
23141,['100 cm /39.4 inches']
23142,['70cm']
23143,['12cm']
23144,['5.Scm']
23145,['5.Scm']
23146,['330 LB']
23147,"['1-7/8"" diameter']"
23148,[None]
23149,['Not found']
23150,['60cm']
23151,['60cm']
23152,['134 g']
23153,['3.9 in']
23154,['3.9 in']
23155,[None]
23156,"['100 cm ( 39.4""']"
23157,['24 LB']
23158,['2.16 in / 5.50 cm']
23159,['Not found']
23160,['2OMM/O.79in']
23161,['2OMM/O.79in']
23162,['10cm']
23163,['18cm/7.1in']
23164,['Not found']
23165,"['11.8""']"
23166,[None]
23167,[None]
23168,"['7cm/2.75""']"
23169,[['21 V']]
23170,['Not found']
23171,['Not found']
23172,[None]
23173,['12cm']
23174,[None]
23175,['Not found']
23176,['175mm']
23177,['175mm']
23178,[None]
23179,['(17mm)']
23180,['Not found']
23181,[None]
23182,['3.3FT(1.OM)']
23183,['8']
23184,['21cm/8.27in']
23185,['10.5cm/4.13in']
23186,['75mm']
23187,['75mm']
23188,"['13.8""']"
23189,['XE#OIbHm_Jbw22mm~2Smm Izxlio']
23190,['150 ml']
23191,"['7.5cm/2.95""']"
23192,"['7.5cm/2.95""']"
23193,['7']
23194,['6.1cm/2.40in']
23195,['31Omm']
23196,"['8.7cm/3.42""']"
23197,['Not found']
23198,['20cm/7.87in']
23199,['32cm/12.6in']
23200,"['K -29.5""|']"
23201,['8.5cm']
23202,['1xePei']
23203,['Interaccive5']
23204,[None]
23205,[None]
23206,['3.54in /9Omm']
23207,['3.54in /9Omm']
23208,['24in/6lcm']
23209,['24in/6lcm']
23210,['1']
23211,['1']
23212,['28cm']
23213,[None]
23214,['440 Pound']
23215,['440 Pound']
23216,['Not found']
23217,"['5.5""']"
23218,['Not found']
23219,['Not found']
23220,['60x 110mm']
23221,[None]
23222,['5.9in/15cm']
23223,[None]
23224,[None]
23225,['7 cm']
23226,['Not found']
23227,['155mm']
23228,"['111.25""']"
23229,['1']
23230,['7in']
23231,['7in']
23232,['SEIT 2003']
23233,['SEIT 2003']
23234,['5']
23235,['110ml']
23236,[None]
23237,['110ml']
23238,"['4.9""']"
23239,['Not found']
23240,['58']
23241,['3']
23242,['13cm']
23243,['13cm']
23244,['15cm']
23245,['15cm']
23246,"['Window Width + 4""']"
23247,"['Window Width + 4""']"
23248,['180cm/70.87in']
23249,['1']
23250,['445cm']
23251,"['9.84""']"
23252,['156cm']
23253,"['14""']"
23254,['2OCM/7.8in']
23255,['2OCM/7.8in']
23256,['8cm/3.14inch']
23257,['E26/E27']
23258,['E26/E27']
23259,['3. Put cap into screw holes to conceal screws.']
23260,['3. Put cap into screw holes to conceal screws.']
23261,['14.Scm']
23262,['14.Scm']
23263,['96mm']
23264,['9 in']
23265,['9 in']
23266,['12']
23267,['55.8 cm']
23268,"['16""']"
23269,['Icm / 0.4in']
23270,['Adjustment range: 19cm/7 . 4in---32cm/12. 6in']
23271,['Adjustment range: 19cm/7 . 4in---32cm/12. 6in']
23272,['5000 ML']
23273,['26 CM']
23274,['1']
23275,"['39""']"
23276,['Not found']
23277,['Not found']
23278,[None]
23279,['4.7 in / 12 cm']
23280,"['5.11""']"
23281,['13.8cm/5.43in']
23282,['13.8cm/5.43in']
23283,['14cm']
23284,['Not found']
23285,['Not found']
23286,[None]
23287,['Not found']
23288,['Not found']
23289,['3OOMM']
23290,['70 cm']
23291,['32CM']
23292,['5']
23293,['3.15 in']
23294,['3.15 in']
23295,[None]
23296,[None]
23297,[None]
23298,['8OCM']
23299,['5']
23300,['5']
23301,['500']
23302,['500']
23303,[None]
23304,['15 CM']
23305,['15 CM']
23306,[None]
23307,['0.3 kg']
23308,[None]
23309,['8.2in / 21cm']
23310,['5']
23311,['8.2in / 21cm']
23312,"['33.5""']"
23313,[None]
23314,['3.93in(1Ocm)']
23315,['9.84in (25cm)']
23316,['500 POUND']
23317,['8cm']
23318,['5.Scm']
23319,['Not found']
23320,['0']
23321,['36.5mm']
23322,['59.5mm']
23323,['36.5mm']
23324,"['5.5"" H']"
23325,[None]
23326,"['1Ocm/3.93""']"
23327,['3.5 Cm']
23328,['3.5 Cm']
23329,['Not found']
23330,['8.5cm/3.34in']
23331,['8.5cm/3.34in']
23332,['2.75 in / 7 cm']
23333,['2.75 in / 7 cm']
23334,['20 X 25 cm']
23335,"[""(13'""]"
23336,"['(23.5""']"
23337,['150 kg']
23338,['300']
23339,"['35.4""']"
23340,['3.5in']
23341,['3.5in']
23342,[['0 w']]
23343,['Not found']
23344,['Not found']
23345,['120mm']
23346,[None]
23347,['2m/6.6ft']
23348,['2m/6.6ft']
23349,['15inch']
23350,['3.15inch']
23351,['60.5cm']
23352,"['20.47""']"
23353,['12.2 in']
23354,['15CM/S.9IN']
23355,['52cm']
23356,['52cm']
23357,['52cm']
23358,['Not found']
23359,[None]
23360,[None]
23361,"['5""']"
23362,['Width : 36cm']
23363,[None]
23364,['2']
23365,['37cm']
23366,['Weight:3.62KG']
23367,['20cm/7.87in']
23368,['14cm/5.51in']
23369,['300cm/118.11in']
23370,['3']
23371,['0']
23372,['13cm']
23373,['1Okg}']
23374,[['12 v']]
23375,['Not found']
23376,[None]
23377,['Not found']
23378,[['24 v']]
23379,['Not found']
23380,['Not found']
23381,[None]
23382,['35mml1.37in']
23383,['2']
23384,[['8 w']]
23385,[['12 v']]
23386,"['30.5""H']"
23387,['Not found']
23388,['2 10cm']
23389,['2 10cm']
23390,['30 g']
23391,[None]
23392,['6.7 9']
23393,['6.7 9']
23394,['0.55 inch']
23395,['0.55 inch']
23396,['Not found']
23397,"['13/4""']"
23398,['6']
23399,['168 cm']
23400,['8.6cm']
23401,['9cm']
23402,['35in']
23403,['23mm']
23404,['23mm']
23405,['23mm']
23406,[None]
23407,"['25.25""']"
23408,['Not found']
23409,[None]
23410,['13 cm/5.12 inch']
23411,['13 cm/5.12 inch']
23412,['12 G']
23413,['6.Scm']
23414,['8']
23415,[None]
23416,"['32mm/1-1/4""']"
23417,"['32mm/1-1/4""']"
23418,['5cm/1.96in']
23419,['I4cm']
23420,['1.38inch']
23421,['(3.6in)']
23422,['Not found']
23423,['Not found']
23424,['24.3mml1.Oin']
23425,['24.3mml1.Oin']
23426,['95 g']
23427,['40 g']
23428,['4805 G']
23429,['15x21 cm']
23430,['440 mm']
23431,['3.14']
23432,['3.14']
23433,['3']
23434,[None]
23435,[None]
23436,[None]
23437,['28.3in/72cm']
23438,[None]
23439,['Not found']
23440,['Not found']
23441,['(150cm)']
23442,"['14"" * 19"" Inch']"
23443,"['14"" * 19"" Inch']"
23444,['Weight: 76g']
23445,['Weight: 76g']
23446,['Not found']
23447,['7Ocm']
23448,['8']
23449,['7.8 inches']
23450,['22cm']
23451,['22cm']
23452,['7.9in / 2Ocm']
23453,['3']
23454,['1']
23455,"['34cm/ 13.4""']"
23456,"['75""/I90cm']"
23457,['50 cm']
23458,['Not found']
23459,['63cm']
23460,['9.6 inch']
23461,['12.7 CM']
23462,['20.3 CM']
23463,['169 cm']
23464,"['Side length:3.35""']"
23465,['15CM']
23466,['15CM']
23467,['100 lb']
23468,['1']
23469,['3']
23470,['60cm']
23471,['250cm']
23472,['Not found']
23473,['Not found']
23474,['Not found']
23475,['70 LB']
23476,"['= 13""in 5']"
23477,['2']
23478,['5.Tin/13cm']
23479,['4.7in/12cm']
23480,['5.Tin/13cm']
23481,['2.7cm']
23482,['2.7cm']
23483,['9.2cm']
