index,entity_value
1464,[['18-26 v']]
1465,['Not found']
1466,[None]
1467,['Not found']
1468,['Not found']
1469,['41cm']
1470,['33cm']
1471,['4 4.5']
1472,['Not found']
1473,['33cm _']
1474,['30cm/12in']
1475,['30cm/12in']
1476,[None]
1477,['4oX4o']
1478,['4oX4o']
1479,[None]
1480,[['18 v']]
1481,['50mm']
1482,['57mm']
1483,['50mm']
1484,['8']
1485,['30 cm']
1486,['100 kg']
1487,['Not found']
1488,"[['18 V', '78 v']]"
1489,['205mm/8.07inch']
1490,['205mm/8.07inch']
1491,['157cm']
1492,['2.4 cups']
1493,['Not found']
1494,['13.8']
1495,['13.8']
1496,['1.5 TON']
1497,['Not found']
1498,['600 mg']
1499,['1.5 in / 3.8 cm']
1500,['2 in / 5 cm']
1501,['2 in / 5 cm']
1502,['55']
1503,['Not found']
1504,['Not found']
1505,['300']
1506,['218 g']
1507,['2.5in']
1508,[None]
1509,[None]
1510,['Not found']
1511,['1']
1512,"['18cm/7.1""']"
1513,['264mm']
1514,['Not found']
1515,['Not found']
1516,['Not found']
1517,['1.97 in /5.0 cm']
1518,['1.97 in /5.0 cm']
1519,[None]
1520,[None]
1521,[['12 V']]
1522,['14']
1523,"['18cm/7""']"
1524,"['18cm/7""']"
1525,['Not found']
1526,"['33.9""']"
1527,['Not found']
1528,['14 oz']
1529,"['71.26""']"
1530,"['33.27""']"
1531,['Not found']
1532,['1']
1533,"['Base-_-1.5"" inche']"
1534,['Not found']
1535,['Not found']
1536,['Not found']
1537,['11.8in/30cm']
1538,['11.8in/30cm']
1539,[None]
1540,[None]
1541,['Not found']
1542,['Not found']
1543,['Not found']
1544,['220cm']
1545,['30.5']
1546,['Not found']
1547,['800 LB']
1548,['Not found']
1549,['Not found']
1550,['Not found']
1551,['3.15in']
1552,['0 LB']
1553,['Not found']
1554,['Not found']
1555,['Not found']
1556,['Not found']
1557,['2.4in/ 6.0 cm']
1558,['2.4in/ 6.0 cm']
1559,[None]
1560,['Not found']
1561,['330 lb']
1562,['80 cm']
1563,['1']
1564,['7.2cm/2.83in']
1565,['Not found']
1566,['2.5in / 6.5 cm']
1567,['2.5in / 6.5 cm']
1568,['1.6 in / 4.2 cm']
1569,[None]
1570,['57.66cm']
1571,['6 kg']
1572,['113 G']
1573,['Not found']
1574,['27.2 g']
1575,[None]
1576,[None]
1577,['22 Lb']
1578,['Not found']
1579,['Not found']
1580,['Not found']
1581,['Not found']
1582,[['450 w']]
1583,['35cm/13.8in']
1584,[None]
1585,['35cm/13.8in']
1586,['25.8mm/1.Oinch']
1587,['25.8mm/1.Oinch']
1588,['5.7 in / 14.5 cm']
1589,['5.7 in / 14.5 cm']
1590,['5.7 in / 14.5 cm']
1591,['1']
1592,"['42"" | 107cm']"
1593,"['42"" | 107cm']"
1594,[None]
1595,['0 L']
1596,['L8Ocm/L1OOcm/L1zOcm/L1sOcm']
1597,[None]
1598,['15cm]']
1599,['166cm']
1600,['3Ocm/ 11.8inch']
1601,['3Ocm/ 11.8inch']
1602,['1']
1603,['+J[7']
1604,['Not found']
1605,['1']
1606,['97cmi']
1607,['86255 Ci']
1608,['3.25 in']
1609,['86255 Ci']
1610,['76 cm']
1611,[None]
1612,['3.9 in / 10 cm']
1613,['3.9 in / 10 cm']
1614,['Not found']
1615,['/6.48in /16.5cm']
1616,['/6.48in /16.5cm']
1617,"[['1500 W', '500 W']]"
1618,['Not found']
1619,['Not found']
1620,['52 g']
1621,['Not found']
1622,['Not found']
1623,['Not found']
1624,['12 OZ']
1625,[['0 V']]
1626,['Not found']
1627,['Not found']
1628,"['2.9""']"
1629,"['9.8""']"
1630,"['2.9""']"
1631,['135 KG']
1632,['Not found']
1633,['Not found']
1634,['Not found']
1635,['7.87in / 2Ocm']
1636,['7.87in / 2Ocm']
1637,['Not found']
1638,['Not found']
1639,['350 LB']
1640,['25.5cm/1Oinch']
1641,['1']
1642,"['11.81""']"
1643,"['3""']"
1644,"['11""']"
1645,"['3""']"
1646,['8']
1647,['150cml 59.05in']
1648,['150cml 59.05in']
1649,['6']
1650,['80']
1651,['cm(39.']
1652,[None]
1653,['Not found']
1654,['12.65in /32.2 cm']
1655,['24cm/9.45in']
1656,['1']
1657,['13 in']
1658,[None]
1659,[None]
1660,['600 ML']
1661,['600 ML']
1662,['Not found']
1663,[None]
1664,['Not found']
1665,['Not found']
1666,['Not found']
1667,['9 g']
1668,[None]
1669,[['51 W']]
1670,['6cm']
1671,['6cm']
1672,['L9bcm*H9cn']
1673,['Not found']
1674,['15.5CM']
1675,['Not found']
1676,['330 LB']
1677,[None]
1678,['Not found']
1679,['11.02 in / 28 cm']
1680,['11.02 in / 28 cm']
1681,['Not found']
1682,['125 g']
1683,['Not found']
1684,['60mm']
1685,[None]
1686,"['41""']"
1687,['<3 STUDEBAKER)']
1688,[None]
1689,['19 G']
1690,['50 kg']
1691,['30 kg']
1692,[None]
1693,['5.9 in / 15 cm']
1694,['5.9 in / 15 cm']
1695,['100 kg']
1696,['100 kg']
1697,['Not found']
1698,['Not found']
1699,[['12 V']]
1700,['47.2inch']
1701,['6.7 cm']
1702,['6.7 cm']
1703,['28 cm']
1704,['9ocm']
1705,['4 OZ']
1706,['125mm']
1707,['6Omm']
1708,['22cm/8.6inch']
1709,['2.7m']
1710,['2.7m']
1711,['12.99 inch']
1712,['12.99 inch']
1713,['12 cm']
1714,['1.5 in / 4 cm']
1715,['0.99 kg']
1716,['325 ML']
1717,['20 G']
1718,['7 cm']
1719,['76.2']
1720,['Not found']
1721,['7.5 cm']
1722,['7.5 cm']
1723,[['2930 w']]
1724,['59 LB']
1725,[['10 v']]
1726,['Not found']
1727,['250 kg']
1728,['250 kg']
1729,['Not found']
1730,[None]
1731,['Not found']
1732,['85 g']
1733,['MRi6Ocm']
1734,['MRi6Ocm']
1735,['10.22in']
1736,['10.22in']
1737,['Not found']
1738,[['8 v']]
1739,['200 kg']
1740,['9 in / 23 cm']
1741,[None]
1742,['Not found']
1743,['326 g']
1744,[['120 V']]
1745,[['750 w']]
1746,['340mm/13.4in']
1747,['340mm/13.4in']
1748,['340mm/13.4in']
1749,['35MM']
1750,['1']
1751,['Not found']
1752,['Not found']
1753,['Not found']
1754,['A6']
1755,"['16""']"
1756,['(17mm)']
1757,"['20.5""']"
1758,['Not found']
1759,['Not found']
1760,['Not found']
1761,['13.7CM']
1762,['#8T']
1763,['Not found']
1764,['180 mg']
1765,['Not found']
1766,['25 mm']
1767,['150 kg']
1768,['265 Lb']
1769,['Not found']
1770,['Not found']
1771,[['220 V']]
1772,['4.13 in /10.5 cm']
1773,['4.13 in /10.5 cm']
1774,['Not found']
1775,['Not found']
1776,['30.5cm/12inch']
1777,['12.51']
1778,"[['20 v', '20 v']]"
1779,['Not found']
1780,['17cm']
1781,['10in(25cm)']
1782,['10in(25cm)']
1783,[None]
1784,['238.54mm']
1785,[None]
1786,['79cm']
1787,['056*H1Ocn']
1788,[None]
1789,['20 LB']
1790,['10 Oz']
1791,['37cm/14.56in']
1792,['37cm/14.56in']
1793,['40Ocm/157.5in']
1794,['40Ocm/157.5in']
1795,['0.9 in / 2.3 cm']
1796,['0.9 in / 2.3 cm']
1797,['63cm']
1798,['15 Oz']
1799,['Not found']
1800,"['18""']"
1801,"['21""']"
1802,"['80cm/31.5""']"
1803,['4 G']
1804,['11.59 in / 29.5 cm']
1805,['16 ']
1806,['Not found']
1807,['19cm']
1808,['18cm']
1809,['7']
1810,['16cm/6.29in']
1811,['16cm/6.29in']
1812,['150 kg']
1813,['10.62 in']
1814,['10.62 in']
1815,['198 g']
1816,['Not found']
1817,['Not found']
1818,['7.0 in / 18.0 cm']
1819,['7.0 in / 18.0 cm']
1820,['Not found']
1821,['Not found']
1822,['Not found']
1823,['SKU: 0101010181']
1824,['SKU: 0101010181']
1825,['0.98 in /2.5 cm']
1826,['0.98 in /2.5 cm']
1827,['6.7cm']
1828,['Not found']
1829,['(24114']
1830,"[(None, [])]"
1831,"[(None, [])]"
1832,"[(None, [])]"
1833,['Not found']
1834,"[""'71 97""]"
1835,['i19.Scm']
1836,['6']
1837,[None]
1838,['Not found']
1839,"['23 cm( 9.1"" )']"
1840,['8']
1841,"['(33""184 cm']"
1842,['84 cm']
1843,['Not found']
1844,['Not found']
1845,['Not found']
1846,['23.5CM/9.2IN']
1847,['12.5cm']
1848,['1.4in / 3.6 cm']
1849,['2.7 in / 6.9 cm']
1850,['2Ocm']
1851,['1']
1852,['Not found']
1853,[None]
1854,['440mm']
1855,['350 LB']
1856,['Not found']
1857,['Not found']
1858,['Not found']
1859,['4.1 in / 10.5 cm']
1860,[None]
1861,['55cm']
1862,['0']
1863,['64 G']
1864,['Not found']
1865,['Not found']
1866,['Not found']
1867,['42 cm']
1868,['200mml7.87inch']
1869,['7.9 in / 20.0 cm']
1870,['2.0 in / 5.0 cm']
1871,['9cm']
1872,['Not found']
1873,['30 LB']
1874,['Not found']
1875,['Not found']
1876,['Not found']
1877,['Not found']
1878,['Not found']
1879,['9 inch']
1880,['7.5']
1881,['11.4']
1882,['7.5']
1883,['30cm/11.81inch']
1884,['Not found']
1885,['9cm']
1886,['Not found']
1887,['22.5cm']
1888,['5.9 in / 15 cm']
1889,['2.95 in / 7.5 cm']
1890,['12.SCM']
1891,['Not found']
1892,['275 POUND']
1893,['Not found']
1894,['8']
1895,['Not found']
1896,['23cm']
1897,['Not found']
1898,['1.1 in / 2.9 cm']
1899,['1.1 in / 2.9 cm']
1900,['4.3 in / 11 cm']
1901,['4.3 in / 11 cm']
1902,['3.5 in / 9.0 cm']
1903,['3.5 in / 9.0 cm']
1904,['250 lb']
1905,['height: 6.Ocm/2.4in']
1906,['height: 6.Ocm/2.4in']
1907,['3.8inch/9.7cm']
1908,['9inch/23cm']
1909,['125cm']
1910,['125cm']
1911,['Not found']
1912,['Not found']
1913,['Not found']
1914,['Not found']
1915,['7cm/2.8in']
1916,['Not found']
1917,['Not found']
1918,['Not found']
1919,[None]
1920,['1']
1921,['1.9CM']
1922,['1.9CM']
1923,['Not found']
1924,['Not found']
1925,['15.3in']
1926,['Not found']
1927,['13.7 in / 35 cm']
1928,[None]
1929,['21.59']
1930,[None]
1931,['Not found']
1932,['40 cm']
1933,['Not found']
1934,['Not found']
1935,['Not found']
1936,['Not found']
1937,['Not found']
1938,['Not found']
1939,['2.5 Oz']
1940,['35CM']
1941,['4OCM']
1942,['5 L']
1943,[None]
1944,['120']
1945,['30']
1946,['12cm']
1947,['Not found']
1948,['Not found']
1949,['Not found']
1950,['Not found']
1951,['ca 1cm']
1952,"['Height  34""']"
1953,['Not found']
1954,['Not found']
1955,['1.49inch/3.8cm']
1956,['00 mL']
1957,['8cm/3.14in']
1958,['8cm/3.14in']
1959,"['30""']"
1960,['7 Inch']
1961,['9 Inch']
1962,['Not found']
1963,"['18.5""']"
1964,['140 mm/5.51 inch']
1965,['140 mm/5.51 inch']
1966,['1.4 in / 3.8 cm']
1967,['Not found']
1968,['6.5CM/2.5IN']
1969,['8cm/3.14in']
1970,['8cm/3.14in']
1971,['9']
1972,['1200mm']
1973,['V-T4S']
1974,['Not found']
1975,['61MM']
1976,['92MM']
1977,['5.5in/14cm']
1978,['Not found']
1979,['50cm']
1980,['50cm']
1981,['Not found']
1982,[['18 V']]
1983,['27.45 kg']
1984,['Not found']
1985,['Not found']
1986,['30 cm']
1987,"['42""']"
1988,"['11.5""']"
1989,"['42""']"
1990,['5.5cm']
1991,['3']
1992,"['26.7""']"
1993,['19.5cm']
1994,"['12""']"
1995,"['3.13""']"
1996,['1']
1997,"['150 cm (59""']"
1998,['1.2 in / 3 cm']
1999,['Not found']
2000,['Not found']
2001,['Not found']
2002,['Not found']
2003,[None]
2004,['3']
2005,['Not found']
2006,['Not found']
2007,[['5 w']]
2008,['1']
2009,['1.38INCH/3.5CM']
2010,[None]
2011,[None]
2012,[None]
2013,['Not found']
2014,['6 lb']
2015,['0 g']
2016,['Not found']
2017,['Not found']
2018,['Not found']
2019,['14']
2020,[None]
2021,[None]
2022,[None]
2023,['3 G']
2024,['4']
2025,['33']
2026,[None]
2027,['Not found']
2028,['Not found']
2029,['15.00 cm']
2030,['15.00 cm']
2031,['Not found']
2032,['Not found']
2033,['Not found']
2034,['330 LB']
2035,['25 CM']
2036,['Not found']
2037,['15cm']
2038,['15cm']
2039,['120mm']
2040,['120mm']
2041,['Not found']
2042,['12.3 kg']
2043,['90cm']
2044,['34.5 in / 88 cm']
2045,['10.6 in / 27 cm']
2046,['6Ocm/23. 6in']
2047,['Not found']
2048,['Not found']
2049,['Not found']
2050,[None]
2051,[None]
2052,[None]
2053,[None]
2054,['2']
2055,['Not found']
2056,['Not found']
2057,['Not found']
2058,['25cm/9.84in']
2059,['133mm']
2060,['Not found']
2061,"['40 cm(15.7""']"
2062,"['40 cm(15.7""']"
2063,['8']
2064,"['Length:8""']"
2065,['Not found']
2066,['Not found']
2067,[['12 V']]
2068,[None]
2069,['5']
2070,['1.5 Lb']
2071,"[['3.8 V', '3.8 V', '8 V', '3.8 V']]"
2072,['12.2cm/ 4.79in']
2073,['12.2cm/ 4.79in']
2074,[['6 V']]
2075,['1']
2076,['160']
2077,['cm(19.']
2078,['100']
2079,['Not found']
2080,['3 Binch']
2081,['3 Binch']
2082,[None]
2083,['Not found']
2084,['1.65 pound']
2085,['100 g']
2086,['8. 71n/22cM']
2087,['8. 71n/22cM']
2088,['Not found']
2089,[['19.2 V']]
2090,['Not found']
2091,['236 g']
2092,['11.4 in / 29 cm']
2093,['11.4 in / 29 cm']
2094,['Not found']
2095,['Not found']
2096,['Not found']
2097,['Not found']
2098,['Not found']
2099,[None]
2100,['13mm']
2101,['Not found']
2102,['Not found']
2103,['0.475 KG']
2104,['Not found']
2105,['Not found']
2106,['5']
2107,['80 cm']
2108,['220mm']
2109,['170mm']
2110,['21 oz']
2111,['1.5']
2112,['25 kg']
2113,['Not found']
2114,['Not found']
2115,['7Omm']
2116,[None]
2117,['7cm']
2118,['7cm']
2119,['9cm']
2120,['25cm']
2121,['Not found']
2122,['Not found']
2123,['2.55in /6.5cm']
2124,['2.55in /6.5cm']
2125,['10 g']
2126,['Not found']
2127,[None]
2128,[None]
2129,[None]
2130,['250 g']
2131,['Not found']
2132,['Not found']
2133,['6']
2134,['8']
2135,['Not found']
2136,['Not found']
2137,['7 in / 18 cm']
2138,['18.5 in / 47 cm']
2139,['229']
2140,"[['00 w', '546 W', '6 W', '412.5 W']]"
2141,['Not found']
2142,['Not found']
2143,['Not found']
2144,['Not found']
2145,['5.5cm']
2146,['4.5cm']
2147,['1.9in/Scm']
2148,['4 inch']
2149,['4 inch']
2150,['Not found']
2151,['Not found']
2152,['55.1 in']
2153,['14 cm']
2154,['18CM']
2155,['Not found']
2156,['2.3 in / 6.0 cm']
2157,[['12 V']]
2158,['Not found']
2159,['Not found']
2160,['2.16in /5.Scm']
2161,['2.16in /5.Scm']
2162,['82cm']
2163,['Not found']
2164,['Not found']
2165,['Not found']
2166,['29.5cm']
2167,['0.5cm/0.20in']
2168,['122cm']
2169,['6cm/2.36in']
2170,['4.72in']
2171,['34cm']
2172,['Not found']
2173,[['1300 w']]
2174,['Not found']
2175,['21.3cm']
2176,[None]
2177,[None]
2178,['20.0 cm']
2179,['20.0 cm']
2180,[None]
2181,['Not found']
2182,[['1200 W']]
2183,['Not found']
2184,['1']
2185,['Not found']
2186,['Not found']
2187,['Not found']
2188,['Not found']
2189,"['26""']"
2190,"['14""']"
2191,['7cm/2.75in']
2192,[None]
2193,['(150cm)']
2194,['9 Scm']
2195,['20cm']
2196,['7CM']
2197,['7CM']
2198,[None]
2199,['58cm']
2200,['Not found']
2201,['97.99cm']
2202,[None]
2203,['8']
2204,[None]
2205,['Not found']
2206,['19CM']
2207,['Not found']
2208,['Not found']
2209,['1.38in/3.5cm']
2210,['1.38in/3.5cm']
2211,['200 G']
2212,['15 LB']
2213,['178cm']
2214,['$21cm']
2215,['Not found']
2216,"['20.1""']"
2217,"['4.95""']"
2218,"['4.95""']"
2219,['Not found']
2220,[['120 v']]
2221,[['1500 w']]
2222,['63cm']
2223,['Not found']
2224,['Not found']
2225,['800 lb']
2226,['163cm']
2227,"['10""']"
2228,"['10""']"
2229,['23.04 LB']
2230,[['12 v']]
2231,['26.5 in']
2232,['4.Sin']
2233,['40 cm']
2234,['1']
2235,['2.1FT(O.65M)']
2236,['Not found']
2237,['Not found']
2238,['Not found']
2239,['3.3 LB']
2240,['Not found']
2241,['Not found']
2242,['Not found']
2243,['2.7 in / 7.0 cm']
2244,['2.7 in / 7.0 cm']
2245,['1.8 in']
2246,['8']
2247,['1.55 inch']
2248,['1.55 inch']
2249,['3.5']
2250,['3.5']
2251,['26.5cm']
2252,['Not found']
2253,['14.3cm/5.63in']
2254,['5.03 in']
2255,['2.51 in / 6.4 cm']
2256,[['25 W']]
2257,['Not found']
2258,['Not found']
2259,['Not found']
2260,['Not found']
2261,[['5 v']]
2262,['Not found']
2263,['330 lb']
2264,['Not found']
2265,['9cm']
2266,[None]
2267,[None]
2268,[None]
2269,['8 kg']
2270,['Not found']
2271,['Not found']
2272,['Not found']
2273,['Not found']
2274,['Not found']
2275,['150 mm']
2276,['3']
2277,['Not found']
2278,"['cm(29.3""']"
2279,"[['20 v', '20 v']]"
2280,['120cm']
2281,['18cm']
2282,['Not found']
2283,['Not found']
2284,['Not found']
2285,[None]
2286,['75x75cm']
2287,['1']
2288,['Not found']
2289,['23 CM ']
2290,[None]
2291,[['20. W']]
2292,['Not found']
2293,['Not found']
2294,[None]
2295,[None]
2296,['Not found']
2297,['Not found']
2298,['Not found']
2299,"['39""']"
2300,"['80 cm(31.5"")']"
2301,"['80 cm(31.5"")']"
2302,['Not found']
2303,"['14"" TAL BOX =']"
2304,['Not found']
2305,['0 g']
2306,['Not found']
2307,['Not found']
2308,['100cm']
2309,['31 cm']
2310,['31 cm']
2311,['5Ocm']
2312,['Not found']
2313,['454 g']
2314,['38.44 in / 97.8 cm']
2315,['Not found']
2316,[None]
2317,[None]
2318,['57 g']
2319,['Not found']
2320,['Not found']
2321,['Not found']
2322,['Not found']
2323,['Not found']
2324,['32.5 cm']
2325,['50 cm']
2326,['50 cm']
2327,['23 cm']
2328,[None]
2329,[None]
2330,['350 lb']
2331,['830 ml']
2332,['165 LB']
2333,['71.28mm']
2334,['71.28mm']
2335,['4.7inch']
2336,['4 G']
2337,['8cm']
2338,['8cm']
2339,['Not found']
2340,['Not found']
2341,['1']
2342,['8cm/3.1in']
2343,['Not found']
2344,[['10 w']]
2345,['Not found']
2346,[None]
2347,['Not found']
2348,['Not found']
2349,['6.5 cm']
2350,['6.5 cm']
2351,['8']
2352,['73cm']
2353,"['117cm (46"")']"
2354,['M17cm']
2355,['53cm']
2356,['Not found']
2357,['175MM']
2358,['Not found']
2359,['6 g']
2360,[['42 V']]
2361,['41.3in']
2362,['6.8 in']
2363,['31CM/12.2OIN']
2364,['9.8 in / 25 cm']
2365,[None]
2366,['2 KG']
2367,['Not found']
2368,['Not found']
2369,['0']
2370,['360 mm']
2371,['2Ocm']
2372,['2Ocm']
2373,['Not found']
2374,['150 kg']
2375,['13.Scm(5.3 inch)']
2376,['66.4 cm']
2377,['0 G']
2378,['1.8 LB']
2379,[['700 W']]
2380,['23cm/9in']
2381,['23cm/9in']
2382,['Not found']
2383,['Not found']
2384,['22cm']
2385,[None]
2386,['37 G']
2387,['Capacity: 2.5L']
2388,['43 cm']
2389,['43 cm']
2390,['3']
2391,['0.31 in / 0.8 cm']
2392,['0.31 in / 0.8 cm']
2393,['220 LB']
2394,['721.5in']
2395,[None]
2396,[None]
2397,['25cm']
2398,['58 lb']
2399,['Not found']
2400,['Not found']
2401,['7Ocm']
2402,['2.76inch']
2403,['4.5inch']
2404,['29cm']
2405,['29cm']
2406,['Not found']
2407,['covers 10 sq: feet']
2408,['covers 10 sq: feet']
2409,['6.Sinch/16Omm']
2410,[None]
2411,['2.1 KG']
2412,['Bowl 360 ml / 1.5 cups']
2413,[None]
2414,['37cm']
2415,['19cm']
2416,['1']
2417,['3.3in/8.5cm']
2418,['3.3in/8.5cm']
2419,['30 G']
2420,['9.1 in / 23.0 cm']
2421,['90 g']
2422,['Not found']
2423,['25.5']
2424,['120cm']
2425,['3']
2426,['120cm']
2427,[['1000 W']]
2428,['Not found']
2429,['10 inch']
2430,['12.0 Fluid Ounce']
2431,['Not found']
2432,['Not found']
2433,['7.Scm / 2.95inch']
2434,['7.Scm / 2.95inch']
2435,['18.']
2436,['5_']
2437,['2.36inch']
2438,['120 kg']
2439,['Not found']
2440,['Not found']
2441,['Not found']
2442,['32cm/12.59in']
2443,['32cm/12.59in']
2444,[None]
2445,[None]
2446,[None]
2447,['Not found']
2448,['Not found']
2449,['Not found']
2450,['2.20 in / 5.6 cm']
2451,['3.54 in / 9 cm']
2452,['60cm/23.6in']
2453,['2Ocm']
2454,['41 inch']
2455,['73 inch']
2456,"['22.4""']"
2457,['Not found']
2458,[['220 V']]
2459,['Not found']
2460,['Not found']
2461,['4']
2462,['Not found']
2463,['21cm']
2464,['30mm/1.18in']
2465,[None]
2466,['Not found']
2467,['Not found']
2468,['30 cm']
2469,['30 cm']
2470,['5']
2471,['5']
2472,['35cm']
2473,['Thickness: 2mm']
2474,[None]
2475,['6.5cm/2.5in']
2476,[['3.6 w']]
2477,[['4 v']]
2478,['32 cm']
2479,['3 L']
2480,[None]
2481,[None]
2482,['29cm/11.42in']
2483,[None]
2484,['Not found']
2485,[['700 w']]
2486,['23. 6in']
2487,['Not found']
2488,"[['12 v', '12 V', '12 V']]"
2489,['3.93 in / 10 cm']
2490,['1.96 in / 5 cm']
2491,['1.96 in / 5 cm']
2492,"['23.3""']"
2493,['Not found']
2494,['8']
2495,['Not found']
2496,"['cm(31/5""']"
2497,['Not found']
2498,[None]
2499,['8cm']
2500,['11.75 inch']
2501,['71.5 inches']
2502,['11.75 inch']
2503,['186 mm']
2504,['1 G']
2505,['Not found']
2506,['Not found']
2507,"[['20 w', '20 w']]"
2508,['2 oz']
2509,['8cm/3.14in']
2510,['8cm/3.14in']
2511,['8cm/3.14in']
2512,['Not found']
2513,['6 oz']
2514,['Not found']
2515,['12cm']
2516,['5']
2517,['Not found']
2518,['Not found']
2519,['Not found']
2520,['8']
2521,['Not found']
2522,[['300 w']]
2523,['80cm/31.Sin']
2524,['12 Oz']
2525,['Not found']
2526,['48cm']
2527,['Not found']
2528,['106 LB']
2529,['30.5cm X']
2530,['RK6T1s |']
2531,['30.5cm X']
2532,['Not found']
2533,['5.12in']
2534,['23mm']
2535,['23mm']
2536,['7.5CM']
2537,['Not found']
2538,[['500 w']]
2539,['Not found']
2540,[None]
2541,['11.67in/29.7cm']
2542,['11.67in/29.7cm']
2543,['4Ocm']
2544,['4Ocm']
2545,[None]
2546,['280']
2547,['Not found']
2548,['10.2in']
2549,['4.7in']
2550,['256 G']
2551,['33MM']
2552,['17MM']
2553,['Not found']
2554,['30.Tin']
2555,"['cm(27.6""']"
2556,['1']
2557,['110 lb']
2558,['Not found']
2559,['Not found']
2560,['Not found']
2561,['Not found']
2562,['191 g']
2563,['Not found']
2564,['Not found']
2565,[['18 v']]
2566,['Not found']
2567,['Not found']
2568,['8']
2569,['25.4 cm']
2570,['Not found']
2571,[None]
2572,[['21.6 V']]
2573,['813 G']
2574,['Not found']
2575,['Not found']
2576,[['365 W']]
2577,['Not found']
2578,[['120 v']]
2579,['Not found']
2580,['48.5 lb']
2581,['Not found']
2582,['Not found']
2583,['23cm/9.05in']
2584,['23cm/9.05in']
2585,['18 lb']
2586,['18 lb']
2587,['3.3in / 8.5 cm']
2588,['3.3in / 8.5 cm']
2589,"['50 cm(19.7""']"
2590,['Not found']
2591,['15cm']
2592,['5']
2593,['Not found']
2594,['35mm']
2595,[None]
2596,[None]
2597,[None]
2598,['42cm']
2599,['Not found']
2600,['58 lb']
2601,"['14""3.5cq']"
2602,"['14""3.5cq']"
2603,['300 g']
2604,['47.Scml']
2605,['35cm']
2606,['5.9 inches']
2607,['5.9 inches']
2608,[None]
2609,['12.59 in / 32 cm']
2610,['8.5 cm']
2611,['Not found']
2612,['Not found']
2613,['Not found']
2614,['330 lb']
2615,['1']
2616,[None]
2617,[None]
2618,['30.5 cm']
2619,['8']
2620,['12 cm']
2621,['6.5 inch']
2622,['6.5 inch']
2623,['30 pound']
2624,['Not found']
2625,['Not found']
2626,['Not found']
2627,['Not found']
2628,['Not found']
2629,['Not found']
2630,[['110 V']]
2631,['3.14in L 8 cm']
2632,['3.14in L 8 cm']
2633,['31 cm']
2634,"['39.37""']"
2635,['00 LB']
2636,['1.Oin']
2637,['8.4in']
2638,['1.9 in / 5.0 cm']
2639,[['208-240 V']]
2640,['Not found']
2641,['Not found']
2642,['330 lb']
2643,['7 cm']
2644,['17 cm']
2645,['9.8in']
2646,[None]
2647,[None]
2648,['Not found']
2649,['Not found']
2650,['Not found']
2651,['Not found']
2652,['Not found']
2653,['Not found']
2654,['Not found']
2655,[['12 v']]
2656,"['38""']"
2657,[None]
2658,[None]
2659,"['9.75""']"
2660,['2500 Lb']
2661,['36cm']
2662,['17cm']
2663,['Not found']
2664,['Not found']
2665,['117mm/4.61in']
2666,['117mm/4.61in']
2667,['Not found']
2668,['75 cm']
2669,['Not found']
2670,['8Ocm']
2671,['8Ocm']
2672,['Not found']
2673,"['5""']"
2674,"['5""']"
2675,['30 cm']
2676,[None]
2677,['1']
2678,['18cm']
2679,[None]
2680,[None]
2681,[['0 w']]
2682,['Not found']
2683,['Not found']
2684,['Not found']
2685,['Not found']
2686,"[['12 V', '8 v', '30 V']]"
2687,['Not found']
2688,['362d']
2689,['362d']
2690,[None]
2691,['Not found']
2692,['10 OZ']
2693,['-26cm-']
2694,['8']
2695,['2.55']
2696,['6.10 in / 15.50 cm']
2697,['530 mg']
2698,['Not found']
2699,['Not found']
2700,['5']
2701,['16 cm']
2702,[['5881 V']]
2703,['Not found']
2704,['4.33inch']
2705,['8']
2706,[None]
2707,['7.5cm/2.95in']
2708,['275 g']
2709,['Not found']
2710,['Not found']
2711,['0 lb']
2712,[None]
2713,['54<20cm']
2714,['15.scm']
2715,['14.1 in / 36 cm']
2716,['15 cm']
2717,"[""195 mm / 8'""]"
2718,[None]
2719,"[""195 mm / 8'""]"
2720,['13 g']
2721,['8.6']
2722,['21cm']
2723,['6cm']
2724,['Not found']
2725,['0.6inch']
2726,['0.6inch']
2727,['Not found']
2728,['Not found']
2729,[['2 V']]
2730,[['1.17 W']]
2731,['Not found']
2732,['Not found']
2733,['Not found']
2734,['Not found']
2735,['2200 LB']
2736,['13cm']
2737,['13cm']
2738,['19cm']
2739,['63 cm']
2740,['Not found']
2741,['1Scm']
2742,"['28.25""']"
2743,['15cm']
2744,"[""87.' Cm""]"
2745,['9']
2746,['225 cm']
2747,['7 tOn']
2748,['7 CM']
2749,['7 CM']
2750,['Not found']
2751,['Not found']
2752,['Not found']
2753,['8.2 iN']
2754,['Not found']
2755,[['1570 W']]
2756,['Not found']
2757,['6.5CM']
2758,['6.5CM']
2759,['Not found']
2760,['Not found']
2761,['8.9 in / 22.5 cm']
2762,['15.7 in / 40 cm']
2763,[None]
2764,['Diameter: 3.0 in / 7.5 cm']
2765,['Not found']
2766,['Not found']
2767,['1.9cm']
2768,['1.9cm']
2769,['Diameter: 1.9inches/4.8cm']
2770,['330 lb']
2771,['161mm']
2772,['Not found']
2773,['Not found']
2774,[['120 w']]
2775,['Not found']
2776,[['220 v']]
2777,['Not found']
2778,['21.5 cml']
2779,['907 KG']
2780,[None]
2781,['22cm']
2782,[None]
2783,['180 g']
2784,['Not found']
2785,[None]
2786,['100 Polypropylen']
2787,['100 Polypropylen']
2788,['5.00 CM']
